CveID Packages PackageVer "CVSS (AC)" Summary
CVE-2014-9939 binutils 2.24-5ubuntu14.2- LOW "ihex.c in GNU Binutils before 2.26 contains a stack buffer overflow when printing bad bytes in Intel Hex objects."
CVE-2014-9984 libc-bin 2.19-0ubuntu6.14- LOW "nscd in the GNU C Library (aka glibc or libc6) before version 2.20 does not correctly compute the size of an internal buffer when processing netgroup requests, possibly leading to an nscd daemon crash or code execution as the user running nscd."
 libc-dev-bin 2.19-0ubuntu6.14- LOW "nscd in the GNU C Library (aka glibc or libc6) before version 2.20 does not correctly compute the size of an internal buffer when processing netgroup requests, possibly leading to an nscd daemon crash or code execution as the user running nscd."
 libc6 2.19-0ubuntu6.14- LOW "nscd in the GNU C Library (aka glibc or libc6) before version 2.20 does not correctly compute the size of an internal buffer when processing netgroup requests, possibly leading to an nscd daemon crash or code execution as the user running nscd."
 libc6-dev 2.19-0ubuntu6.14- LOW "nscd in the GNU C Library (aka glibc or libc6) before version 2.20 does not correctly compute the size of an internal buffer when processing netgroup requests, possibly leading to an nscd daemon crash or code execution as the user running nscd."
 multiarch-support 2.19-0ubuntu6.14- LOW "nscd in the GNU C Library (aka glibc or libc6) before version 2.20 does not correctly compute the size of an internal buffer when processing netgroup requests, possibly leading to an nscd daemon crash or code execution as the user running nscd."
CVE-2015-5180 libc-bin 2.19-0ubuntu6.14- LOW "res_query in libresolv in glibc before 2.25 allows remote attackers to cause a denial of service (NULL pointer dereference and process crash)."
 libc-dev-bin 2.19-0ubuntu6.14- LOW "res_query in libresolv in glibc before 2.25 allows remote attackers to cause a denial of service (NULL pointer dereference and process crash)."
 libc6 2.19-0ubuntu6.14- LOW "res_query in libresolv in glibc before 2.25 allows remote attackers to cause a denial of service (NULL pointer dereference and process crash)."
 libc6-dev 2.19-0ubuntu6.14- LOW "res_query in libresolv in glibc before 2.25 allows remote attackers to cause a denial of service (NULL pointer dereference and process crash)."
 multiarch-support 2.19-0ubuntu6.14- LOW "res_query in libresolv in glibc before 2.25 allows remote attackers to cause a denial of service (NULL pointer dereference and process crash)."
CVE-2015-5186 libaudit-common 1:2.3.2-2ubuntu1- LOW "Audit before 2.4.4 in Linux does not sanitize escape characters in filenames."
 libaudit1 1:2.3.2-2ubuntu1- LOW "Audit before 2.4.4 in Linux does not sanitize escape characters in filenames."
CVE-2015-5276 gcc-4.8 4.8.4-2ubuntu1~14.04.4- LOW "The std::random_device class in libstdc++ in the GNU Compiler Collection (aka GCC) before 4.9.4 does not properly handle short reads from blocking sources, which makes it easier for context-dependent attackers to predict the random values via unspecified vectors."
CVE-2015-5602 sudo 1.8.9p5-1ubuntu1.4- LOW "sudoedit in Sudo before 1.8.15 allows local users to gain privileges via a symlink attack on a file whose full path is defined using multiple wildcards in /etc/sudoers, as demonstrated by ""/home/*/*/file.txt."""
CVE-2015-8239 sudo 1.8.9p5-1ubuntu1.4- MEDIUM "The SHA-2 digest support in the sudoers plugin in sudo after 1.8.7 allows local users with write permissions to parts of the called command to replace them before it is executed."
CVE-2015-8629 krb5-locales 1.12+dfsg-2ubuntu5.3- HIGH "The xdr_nullstring function in lib/kadm5/kadm_rpc_xdr.c in kadmind in MIT Kerberos 5 (aka krb5) before 1.13.4 and 1.14.x before 1.14.1 does not verify whether '\0' characters exist as expected, which allows remote authenticated users to obtain sensitive information or cause a denial of service (out-of-bounds read) via a crafted string."
 libgssapi-krb5-2 1.12+dfsg-2ubuntu5.3- HIGH "The xdr_nullstring function in lib/kadm5/kadm_rpc_xdr.c in kadmind in MIT Kerberos 5 (aka krb5) before 1.13.4 and 1.14.x before 1.14.1 does not verify whether '\0' characters exist as expected, which allows remote authenticated users to obtain sensitive information or cause a denial of service (out-of-bounds read) via a crafted string."
 libk5crypto3 1.12+dfsg-2ubuntu5.3- HIGH "The xdr_nullstring function in lib/kadm5/kadm_rpc_xdr.c in kadmind in MIT Kerberos 5 (aka krb5) before 1.13.4 and 1.14.x before 1.14.1 does not verify whether '\0' characters exist as expected, which allows remote authenticated users to obtain sensitive information or cause a denial of service (out-of-bounds read) via a crafted string."
 libkrb5-3 1.12+dfsg-2ubuntu5.3- HIGH "The xdr_nullstring function in lib/kadm5/kadm_rpc_xdr.c in kadmind in MIT Kerberos 5 (aka krb5) before 1.13.4 and 1.14.x before 1.14.1 does not verify whether '\0' characters exist as expected, which allows remote authenticated users to obtain sensitive information or cause a denial of service (out-of-bounds read) via a crafted string."
 libkrb5support0 1.12+dfsg-2ubuntu5.3- HIGH "The xdr_nullstring function in lib/kadm5/kadm_rpc_xdr.c in kadmind in MIT Kerberos 5 (aka krb5) before 1.13.4 and 1.14.x before 1.14.1 does not verify whether '\0' characters exist as expected, which allows remote authenticated users to obtain sensitive information or cause a denial of service (out-of-bounds read) via a crafted string."
CVE-2015-8630 krb5-locales 1.12+dfsg-2ubuntu5.3- LOW "The (1) kadm5_create_principal_3 and (2) kadm5_modify_principal functions in lib/kadm5/srv/svr_principal.c in kadmind in MIT Kerberos 5 (aka krb5) 1.12.x and 1.13.x before 1.13.4 and 1.14.x before 1.14.1 allow remote authenticated users to cause a denial of service (NULL pointer dereference and daemon crash) by specifying KADM5_POLICY with a NULL policy name. <a href=""http://cwe.mitre.org/data/definitions/476.html"">CWE-476: NULL Pointer Dereference</a>"
 libgssapi-krb5-2 1.12+dfsg-2ubuntu5.3- LOW "The (1) kadm5_create_principal_3 and (2) kadm5_modify_principal functions in lib/kadm5/srv/svr_principal.c in kadmind in MIT Kerberos 5 (aka krb5) 1.12.x and 1.13.x before 1.13.4 and 1.14.x before 1.14.1 allow remote authenticated users to cause a denial of service (NULL pointer dereference and daemon crash) by specifying KADM5_POLICY with a NULL policy name. <a href=""http://cwe.mitre.org/data/definitions/476.html"">CWE-476: NULL Pointer Dereference</a>"
 libk5crypto3 1.12+dfsg-2ubuntu5.3- LOW "The (1) kadm5_create_principal_3 and (2) kadm5_modify_principal functions in lib/kadm5/srv/svr_principal.c in kadmind in MIT Kerberos 5 (aka krb5) 1.12.x and 1.13.x before 1.13.4 and 1.14.x before 1.14.1 allow remote authenticated users to cause a denial of service (NULL pointer dereference and daemon crash) by specifying KADM5_POLICY with a NULL policy name. <a href=""http://cwe.mitre.org/data/definitions/476.html"">CWE-476: NULL Pointer Dereference</a>"
 libkrb5-3 1.12+dfsg-2ubuntu5.3- LOW "The (1) kadm5_create_principal_3 and (2) kadm5_modify_principal functions in lib/kadm5/srv/svr_principal.c in kadmind in MIT Kerberos 5 (aka krb5) 1.12.x and 1.13.x before 1.13.4 and 1.14.x before 1.14.1 allow remote authenticated users to cause a denial of service (NULL pointer dereference and daemon crash) by specifying KADM5_POLICY with a NULL policy name. <a href=""http://cwe.mitre.org/data/definitions/476.html"">CWE-476: NULL Pointer Dereference</a>"
 libkrb5support0 1.12+dfsg-2ubuntu5.3- LOW "The (1) kadm5_create_principal_3 and (2) kadm5_modify_principal functions in lib/kadm5/srv/svr_principal.c in kadmind in MIT Kerberos 5 (aka krb5) 1.12.x and 1.13.x before 1.13.4 and 1.14.x before 1.14.1 allow remote authenticated users to cause a denial of service (NULL pointer dereference and daemon crash) by specifying KADM5_POLICY with a NULL policy name. <a href=""http://cwe.mitre.org/data/definitions/476.html"">CWE-476: NULL Pointer Dereference</a>"
CVE-2015-8631 krb5-locales 1.12+dfsg-2ubuntu5.3- LOW "Multiple memory leaks in kadmin/server/server_stubs.c in kadmind in MIT Kerberos 5 (aka krb5) before 1.13.4 and 1.14.x before 1.14.1 allow remote authenticated users to cause a denial of service (memory consumption) via a request specifying a NULL principal name."
 libgssapi-krb5-2 1.12+dfsg-2ubuntu5.3- LOW "Multiple memory leaks in kadmin/server/server_stubs.c in kadmind in MIT Kerberos 5 (aka krb5) before 1.13.4 and 1.14.x before 1.14.1 allow remote authenticated users to cause a denial of service (memory consumption) via a request specifying a NULL principal name."
 libk5crypto3 1.12+dfsg-2ubuntu5.3- LOW "Multiple memory leaks in kadmin/server/server_stubs.c in kadmind in MIT Kerberos 5 (aka krb5) before 1.13.4 and 1.14.x before 1.14.1 allow remote authenticated users to cause a denial of service (memory consumption) via a request specifying a NULL principal name."
 libkrb5-3 1.12+dfsg-2ubuntu5.3- LOW "Multiple memory leaks in kadmin/server/server_stubs.c in kadmind in MIT Kerberos 5 (aka krb5) before 1.13.4 and 1.14.x before 1.14.1 allow remote authenticated users to cause a denial of service (memory consumption) via a request specifying a NULL principal name."
 libkrb5support0 1.12+dfsg-2ubuntu5.3- LOW "Multiple memory leaks in kadmin/server/server_stubs.c in kadmind in MIT Kerberos 5 (aka krb5) before 1.13.4 and 1.14.x before 1.14.1 allow remote authenticated users to cause a denial of service (memory consumption) via a request specifying a NULL principal name."
CVE-2015-9261 busybox-initramfs 1:1.21.0-1ubuntu1- MEDIUM "huft_build in archival/libarchive/decompress_gunzip.c in BusyBox before 1.27.2 misuses a pointer, causing segfaults and an application crash during an unzip operation on a specially crafted ZIP file."
CVE-2016-2086 nodejs 6.14.3-1nodesource1- LOW "Node.js 0.10.x before 0.10.42, 0.12.x before 0.12.10, 4.x before 4.3.0, and 5.x before 5.6.0 allow remote attackers to conduct HTTP request smuggling attacks via a crafted Content-Length HTTP header."
CVE-2016-2090 libbsd0 0.6.0-2ubuntu1- LOW "Off-by-one vulnerability in the fgetwln function in libbsd before 0.8.2 allows attackers to have unspecified impact via unknown vectors, which trigger a heap-based buffer overflow."
CVE-2016-2147 busybox-initramfs 1:1.21.0-1ubuntu1- LOW "Integer overflow in the DHCP client (udhcpc) in BusyBox before 1.25.0 allows remote attackers to cause a denial of service (crash) via a malformed RFC1035-encoded domain name, which triggers an out-of-bounds heap write."
CVE-2016-2148 busybox-initramfs 1:1.21.0-1ubuntu1- LOW "Heap-based buffer overflow in the DHCP client (udhcpc) in BusyBox before 1.25.0 allows remote attackers to have unspecified impact via vectors involving OPTION_6RD parsing."
CVE-2016-2216 nodejs 6.14.3-1nodesource1- MEDIUM "The HTTP header parsing code in Node.js 0.10.x before 0.10.42, 0.11.6 through 0.11.16, 0.12.x before 0.12.10, 4.x before 4.3.0, and 5.x before 5.6.0 allows remote attackers to bypass an HTTP response-splitting protection mechanism via UTF-8 encoded Unicode characters in the HTTP header, as demonstrated by %c4%8d%c4%8a."
CVE-2016-2226 binutils 2.24-5ubuntu14.2- MEDIUM "Integer overflow in the string_appends function in cplus-dem.c in libiberty allows remote attackers to execute arbitrary code via a crafted executable, which triggers a buffer overflow."
CVE-2016-2781 coreutils 8.21-1ubuntu5.4- LOW "chroot in GNU coreutils, when used with --userspec, allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer."
CVE-2016-3119 krb5-locales 1.12+dfsg-2ubuntu5.3- MEDIUM "The process_db_args function in plugins/kdb/ldap/libkdb_ldap/ldap_principal2.c in the LDAP KDB module in kadmind in MIT Kerberos 5 (aka krb5) through 1.13.4 and 1.14.x through 1.14.1 mishandles the DB argument, which allows remote authenticated users to cause a denial of service (NULL pointer dereference and daemon crash) via a crafted request to modify a principal. <a href=""http://cwe.mitre.org/data/definitions/476.html"">CWE-476: NULL Pointer Dereference</a>"
 libgssapi-krb5-2 1.12+dfsg-2ubuntu5.3- MEDIUM "The process_db_args function in plugins/kdb/ldap/libkdb_ldap/ldap_principal2.c in the LDAP KDB module in kadmind in MIT Kerberos 5 (aka krb5) through 1.13.4 and 1.14.x through 1.14.1 mishandles the DB argument, which allows remote authenticated users to cause a denial of service (NULL pointer dereference and daemon crash) via a crafted request to modify a principal. <a href=""http://cwe.mitre.org/data/definitions/476.html"">CWE-476: NULL Pointer Dereference</a>"
 libk5crypto3 1.12+dfsg-2ubuntu5.3- MEDIUM "The process_db_args function in plugins/kdb/ldap/libkdb_ldap/ldap_principal2.c in the LDAP KDB module in kadmind in MIT Kerberos 5 (aka krb5) through 1.13.4 and 1.14.x through 1.14.1 mishandles the DB argument, which allows remote authenticated users to cause a denial of service (NULL pointer dereference and daemon crash) via a crafted request to modify a principal. <a href=""http://cwe.mitre.org/data/definitions/476.html"">CWE-476: NULL Pointer Dereference</a>"
 libkrb5-3 1.12+dfsg-2ubuntu5.3- MEDIUM "The process_db_args function in plugins/kdb/ldap/libkdb_ldap/ldap_principal2.c in the LDAP KDB module in kadmind in MIT Kerberos 5 (aka krb5) through 1.13.4 and 1.14.x through 1.14.1 mishandles the DB argument, which allows remote authenticated users to cause a denial of service (NULL pointer dereference and daemon crash) via a crafted request to modify a principal. <a href=""http://cwe.mitre.org/data/definitions/476.html"">CWE-476: NULL Pointer Dereference</a>"
 libkrb5support0 1.12+dfsg-2ubuntu5.3- MEDIUM "The process_db_args function in plugins/kdb/ldap/libkdb_ldap/ldap_principal2.c in the LDAP KDB module in kadmind in MIT Kerberos 5 (aka krb5) through 1.13.4 and 1.14.x through 1.14.1 mishandles the DB argument, which allows remote authenticated users to cause a denial of service (NULL pointer dereference and daemon crash) via a crafted request to modify a principal. <a href=""http://cwe.mitre.org/data/definitions/476.html"">CWE-476: NULL Pointer Dereference</a>"
CVE-2016-3120 krb5-locales 1.12+dfsg-2ubuntu5.3- LOW "The validate_as_request function in kdc_util.c in the Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.13.6 and 1.4.x before 1.14.3, when restrict_anonymous_to_tgt is enabled, uses an incorrect client data structure, which allows remote authenticated users to cause a denial of service (NULL pointer dereference and daemon crash) via an S4U2Self request."
 libgssapi-krb5-2 1.12+dfsg-2ubuntu5.3- LOW "The validate_as_request function in kdc_util.c in the Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.13.6 and 1.4.x before 1.14.3, when restrict_anonymous_to_tgt is enabled, uses an incorrect client data structure, which allows remote authenticated users to cause a denial of service (NULL pointer dereference and daemon crash) via an S4U2Self request."
 libk5crypto3 1.12+dfsg-2ubuntu5.3- LOW "The validate_as_request function in kdc_util.c in the Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.13.6 and 1.4.x before 1.14.3, when restrict_anonymous_to_tgt is enabled, uses an incorrect client data structure, which allows remote authenticated users to cause a denial of service (NULL pointer dereference and daemon crash) via an S4U2Self request."
 libkrb5-3 1.12+dfsg-2ubuntu5.3- LOW "The validate_as_request function in kdc_util.c in the Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.13.6 and 1.4.x before 1.14.3, when restrict_anonymous_to_tgt is enabled, uses an incorrect client data structure, which allows remote authenticated users to cause a denial of service (NULL pointer dereference and daemon crash) via an S4U2Self request."
 libkrb5support0 1.12+dfsg-2ubuntu5.3- LOW "The validate_as_request function in kdc_util.c in the Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.13.6 and 1.4.x before 1.14.3, when restrict_anonymous_to_tgt is enabled, uses an incorrect client data structure, which allows remote authenticated users to cause a denial of service (NULL pointer dereference and daemon crash) via an S4U2Self request."
CVE-2016-3189 bzip2 1.0.6-5- MEDIUM "Use-after-free vulnerability in bzip2recover in bzip2 1.0.6 allows remote attackers to cause a denial of service (crash) via a crafted bzip2 file, related to block ends set to before the start of the block. <a href=""http://cwe.mitre.org/data/definitions/416.html"">CWE-416: Use After Free</a>"
CVE-2016-5011 util-linux 2.20.1-5.1ubuntu20.9- MEDIUM "The parse_dos_extended function in partitions/dos.c in the libblkid library in util-linux allows physically proximate attackers to cause a denial of service (memory consumption) via a crafted MSDOS partition table with an extended partition boot record at zero offset."
CVE-2016-6153 libsqlite3-0 3.8.2-1ubuntu2.1- LOW "os_unix.c in SQLite before 3.13.0 improperly implements the temporary directory search algorithm, which might allow local users to obtain sensitive information, cause a denial of service (application crash), or have unspecified other impact by leveraging use of the current working directory for temporary files."
CVE-2016-7032 sudo 1.8.9p5-1ubuntu1.4- MEDIUM "sudo_noexec.so in Sudo before 1.8.15 on Linux might allow local users to bypass intended noexec command restrictions via an application that calls the (1) system or (2) popen function."
CVE-2016-7076 sudo 1.8.9p5-1ubuntu1.4- LOW "sudo before version 1.8.18p1 is vulnerable to a bypass in the sudo noexec restriction if application run via sudo executed wordexp() C library function with a user supplied argument. A local user permitted to run such application via sudo with noexec restriction could possibly use this flaw to execute arbitrary commands with elevated privileges."
CVE-2016-7099 nodejs 6.14.3-1nodesource1- MEDIUM "The tls.checkServerIdentity function in Node.js 0.10.x before 0.10.47, 0.12.x before 0.12.16, 4.x before 4.6.0, and 6.x before 6.7.0 does not properly handle wildcards in name fields of X.509 certificates, which allows man-in-the-middle attackers to spoof servers via a crafted certificate."
CVE-2016-8625 curl 7.35.0-1ubuntu2.16- LOW "curl before version 7.51.0 uses outdated IDNA 2003 standard to handle International Domain Names and this may lead users to potentially and unknowingly issue network transfer requests to the wrong host."
CVE-2016-9840 zlib1g 1:1.2.8.dfsg-1ubuntu1- MEDIUM "inftrees.c in zlib 1.2.8 might allow context-dependent attackers to have unspecified impact by leveraging improper pointer arithmetic."
CVE-2016-9841 zlib1g 1:1.2.8.dfsg-1ubuntu1- LOW "inffast.c in zlib 1.2.8 might allow context-dependent attackers to have unspecified impact by leveraging improper pointer arithmetic."
CVE-2016-9842 zlib1g 1:1.2.8.dfsg-1ubuntu1- MEDIUM "The inflateMark function in inflate.c in zlib 1.2.8 might allow context-dependent attackers to have unspecified impact via vectors involving left shifts of negative integers."
CVE-2016-9843 zlib1g 1:1.2.8.dfsg-1ubuntu1- LOW "The crc32_big function in crc32.c in zlib 1.2.8 might allow context-dependent attackers to have unspecified impact via vectors involving big-endian CRC calculation."
CVE-2016-9909 python3-html5lib 0.999-3~ubuntu1- MEDIUM "The serializer in html5lib before 0.99999999 might allow remote attackers to conduct cross-site scripting (XSS) attacks by leveraging mishandling of the < (less than) character in attribute values."
 python-html5lib 0.999-3~ubuntu1- MEDIUM "The serializer in html5lib before 0.99999999 might allow remote attackers to conduct cross-site scripting (XSS) attacks by leveraging mishandling of the < (less than) character in attribute values."
 python-html5lib-whl 0.999-3~ubuntu1- MEDIUM "The serializer in html5lib before 0.99999999 might allow remote attackers to conduct cross-site scripting (XSS) attacks by leveraging mishandling of the < (less than) character in attribute values."
CVE-2016-9910 python3-html5lib 0.999-3~ubuntu1- MEDIUM "The serializer in html5lib before 0.99999999 might allow remote attackers to conduct cross-site scripting (XSS) attacks by leveraging mishandling of special characters in attribute values, a different vulnerability than CVE-2016-9909."
 python-html5lib 0.999-3~ubuntu1- MEDIUM "The serializer in html5lib before 0.99999999 might allow remote attackers to conduct cross-site scripting (XSS) attacks by leveraging mishandling of special characters in attribute values, a different vulnerability than CVE-2016-9909."
 python-html5lib-whl 0.999-3~ubuntu1- MEDIUM "The serializer in html5lib before 0.99999999 might allow remote attackers to conduct cross-site scripting (XSS) attacks by leveraging mishandling of special characters in attribute values, a different vulnerability than CVE-2016-9909."
CVE-2016-10228 libc-bin 2.19-0ubuntu6.14- MEDIUM "The iconv program in the GNU C Library (aka glibc or libc6) 2.25 and earlier, when invoked with the -c option, enters an infinite loop when processing invalid multi-byte input sequences, leading to a denial of service."
 libc-dev-bin 2.19-0ubuntu6.14- MEDIUM "The iconv program in the GNU C Library (aka glibc or libc6) 2.25 and earlier, when invoked with the -c option, enters an infinite loop when processing invalid multi-byte input sequences, leading to a denial of service."
 libc6 2.19-0ubuntu6.14- MEDIUM "The iconv program in the GNU C Library (aka glibc or libc6) 2.25 and earlier, when invoked with the -c option, enters an infinite loop when processing invalid multi-byte input sequences, leading to a denial of service."
 libc6-dev 2.19-0ubuntu6.14- MEDIUM "The iconv program in the GNU C Library (aka glibc or libc6) 2.25 and earlier, when invoked with the -c option, enters an infinite loop when processing invalid multi-byte input sequences, leading to a denial of service."
 multiarch-support 2.19-0ubuntu6.14- MEDIUM "The iconv program in the GNU C Library (aka glibc or libc6) 2.25 and earlier, when invoked with the -c option, enters an infinite loop when processing invalid multi-byte input sequences, leading to a denial of service."
CVE-2017-2518 libsqlite3-0 3.8.2-1ubuntu2.1- LOW "An issue was discovered in certain Apple products. iOS before 10.3.2 is affected. macOS before 10.12.5 is affected. tvOS before 10.2.1 is affected. watchOS before 3.2.2 is affected. The issue involves the ""SQLite"" component. It allows remote attackers to execute arbitrary code or cause a denial of service (buffer overflow and application crash) via a crafted SQL statement."
CVE-2017-2616 util-linux 2.20.1-5.1ubuntu20.9- MEDIUM "A race condition was found in util-linux before 2.32.1 in the way su handled the management of child processes. A local authenticated attacker could use this flaw to kill other processes with root privileges under specific conditions."
CVE-2017-5953 vim-common 2:7.4.052-1ubuntu3.1- LOW "vim before patch 8.0.0322 does not properly validate values for tree length when handling a spell file, which may result in an integer overflow at a memory allocation site and a resultant buffer overflow."
 vim-tiny 2:7.4.052-1ubuntu3.1- LOW "vim before patch 8.0.0322 does not properly validate values for tree length when handling a spell file, which may result in an integer overflow at a memory allocation site and a resultant buffer overflow."
CVE-2017-6349 vim-common 2:7.4.052-1ubuntu3.1- LOW "An integer overflow at a u_read_undo memory allocation site would occur for vim before patch 8.0.0377, if it does not properly validate values for tree length when reading a corrupted undo file, which may lead to resultant buffer overflows."
 vim-tiny 2:7.4.052-1ubuntu3.1- LOW "An integer overflow at a u_read_undo memory allocation site would occur for vim before patch 8.0.0377, if it does not properly validate values for tree length when reading a corrupted undo file, which may lead to resultant buffer overflows."
CVE-2017-6350 vim-common 2:7.4.052-1ubuntu3.1- LOW "An integer overflow at an unserialize_uep memory allocation site would occur for vim before patch 8.0.0378, if it does not properly validate values for tree length when reading a corrupted undo file, which may lead to resultant buffer overflows."
 vim-tiny 2:7.4.052-1ubuntu3.1- LOW "An integer overflow at an unserialize_uep memory allocation site would occur for vim before patch 8.0.0378, if it does not properly validate values for tree length when reading a corrupted undo file, which may lead to resultant buffer overflows."
CVE-2017-6594 libasn1-8-heimdal 1.6~git20131207+dfsg-1ubuntu1.2- LOW "The transit path validation code in Heimdal before 7.3 might allow attackers to bypass the capath policy protection mechanism by leveraging failure to add the previous hop realm to the transit path of issued tickets."
 libgssapi3-heimdal 1.6~git20131207+dfsg-1ubuntu1.2- LOW "The transit path validation code in Heimdal before 7.3 might allow attackers to bypass the capath policy protection mechanism by leveraging failure to add the previous hop realm to the transit path of issued tickets."
 libhcrypto4-heimdal 1.6~git20131207+dfsg-1ubuntu1.2- LOW "The transit path validation code in Heimdal before 7.3 might allow attackers to bypass the capath policy protection mechanism by leveraging failure to add the previous hop realm to the transit path of issued tickets."
 libheimbase1-heimdal 1.6~git20131207+dfsg-1ubuntu1.2- LOW "The transit path validation code in Heimdal before 7.3 might allow attackers to bypass the capath policy protection mechanism by leveraging failure to add the previous hop realm to the transit path of issued tickets."
 libheimntlm0-heimdal 1.6~git20131207+dfsg-1ubuntu1.2- LOW "The transit path validation code in Heimdal before 7.3 might allow attackers to bypass the capath policy protection mechanism by leveraging failure to add the previous hop realm to the transit path of issued tickets."
 libhx509-5-heimdal 1.6~git20131207+dfsg-1ubuntu1.2- LOW "The transit path validation code in Heimdal before 7.3 might allow attackers to bypass the capath policy protection mechanism by leveraging failure to add the previous hop realm to the transit path of issued tickets."
 libkrb5-26-heimdal 1.6~git20131207+dfsg-1ubuntu1.2- LOW "The transit path validation code in Heimdal before 7.3 might allow attackers to bypass the capath policy protection mechanism by leveraging failure to add the previous hop realm to the transit path of issued tickets."
 libroken18-heimdal 1.6~git20131207+dfsg-1ubuntu1.2- LOW "The transit path validation code in Heimdal before 7.3 might allow attackers to bypass the capath policy protection mechanism by leveraging failure to add the previous hop realm to the transit path of issued tickets."
 libwind0-heimdal 1.6~git20131207+dfsg-1ubuntu1.2- LOW "The transit path validation code in Heimdal before 7.3 might allow attackers to bypass the capath policy protection mechanism by leveraging failure to add the previous hop realm to the transit path of issued tickets."
CVE-2017-6965 binutils 2.24-5ubuntu14.2- MEDIUM "readelf in GNU Binutils 2.28 writes to illegal addresses while processing corrupt input files containing symbol-difference relocations, leading to a heap-based buffer overflow."
CVE-2017-6966 binutils 2.24-5ubuntu14.2- MEDIUM "readelf in GNU Binutils 2.28 has a use-after-free (specifically read-after-free) error while processing multiple, relocated sections in an MSP430 binary. This is caused by mishandling of an invalid symbol index, and mishandling of state across invocations."
CVE-2017-6969 binutils 2.24-5ubuntu14.2- LOW "readelf in GNU Binutils 2.28 is vulnerable to a heap-based buffer over-read while processing corrupt RL78 binaries. The vulnerability can trigger program crashes. It may lead to an information leak as well."
CVE-2017-7209 binutils 2.24-5ubuntu14.2- MEDIUM "The dump_section_as_bytes function in readelf in GNU Binutils 2.28 accesses a NULL pointer while reading section contents in a corrupt binary, leading to a program crash."
