Vulnerability_ID   Package   Severity
CVE-2019-3855   libssh2-1.4.2-2.el6_7.1   High
CVE-2019-3856   libssh2-1.4.2-2.el6_7.1   High
CVE-2019-3857   libssh2-1.4.2-2.el6_7.1   High
CVE-2019-3863   libssh2-1.4.2-2.el6_7.1   High
CVE-2019-12749   dbus-libs-1.2.24-8.el6_6   High
CVE-2019-12735   vim-minimal-7.4.629-5.el6   High
CVE-2017-17805   kernel-headers-2.6.32-642.4.2.el6   High
CVE-2018-17972   kernel-headers-2.6.32-642.4.2.el6   High
CVE-2019-1125   kernel-headers-2.6.32-642.4.2.el6   High
CVE-2019-5489   kernel-headers-2.6.32-642.4.2.el6   High
CVE-2018-9568   kernel-headers-2.6.32-642.4.2.el6   High
CVE-2019-11810   kernel-headers-2.6.32-642.4.2.el6   High
CVE-2019-14835   kernel-headers-2.6.32-642.4.2.el6   High
CVE-2018-1050   samba-winbind-clients-3.6.23-36.el6_8   Low
CVE-2018-15473   openssh-clients-5.3p1-118.1.el6_8   Low
CVE-2016-6313   libgcrypt-1.4.5-11.el6_4   Medium
CVE-2016-2834   nss-util-3.21.0-2.el6   Medium
CVE-2016-5285   nss-util-3.21.0-2.el6   Medium
CVE-2016-8635   nss-util-3.21.0-2.el6   Medium
CVE-2016-0718   expat-2.0.1-11.el6_2   Medium
CVE-2016-1248   vim-minimal-7.4.629-5.el6   Medium
CVE-2015-8870   libtiff-3.9.4-18.el6_8   Medium
CVE-2016-5652   libtiff-3.9.4-18.el6_8   Medium
CVE-2016-9533   libtiff-3.9.4-18.el6_8   Medium
CVE-2016-9534   libtiff-3.9.4-18.el6_8   Medium
CVE-2016-9535   libtiff-3.9.4-18.el6_8   Medium
CVE-2016-9536   libtiff-3.9.4-18.el6_8   Medium
CVE-2016-9537   libtiff-3.9.4-18.el6_8   Medium
CVE-2016-9540   libtiff-3.9.4-18.el6_8   Medium
CVE-2016-8610   gnutls-2.8.5-19.el6_7   Medium
CVE-2017-3731   openssl-1.0.1e-48.el6_8.1   Medium
CVE-2016-6136   kernel-headers-2.6.32-642.4.2.el6   Medium
CVE-2016-9555   kernel-headers-2.6.32-642.4.2.el6   Medium
CVE-2017-5335   gnutls-2.8.5-19.el6_7   Medium
CVE-2017-5336   gnutls-2.8.5-19.el6_7   Medium
CVE-2017-5337   gnutls-2.8.5-19.el6_7   Medium
CVE-2015-8325   openssh-clients-5.3p1-118.1.el6_8   Medium
CVE-2017-2616   coreutils-libs-8.4-43.el6   Medium
CVE-2016-2125   samba-winbind-clients-3.6.23-36.el6_8   Medium
CVE-2016-2126   samba-winbind-clients-3.6.23-36.el6_8   Medium
CVE-2014-9761   glibc-headers-2.12-1.192.el6   Medium
CVE-2015-8776   glibc-headers-2.12-1.192.el6   Medium
CVE-2015-8778   glibc-headers-2.12-1.192.el6   Medium
CVE-2015-8779   glibc-headers-2.12-1.192.el6   Medium
CVE-2016-0634   bash-4.1.2-40.el6   Medium
CVE-2016-7543   bash-4.1.2-40.el6   Medium
CVE-2016-9401   bash-4.1.2-40.el6   Medium
CVE-2016-10088   kernel-headers-2.6.32-642.4.2.el6   Medium
CVE-2016-10142   kernel-headers-2.6.32-642.4.2.el6   Medium
CVE-2016-2069   kernel-headers-2.6.32-642.4.2.el6   Medium
CVE-2016-2384   kernel-headers-2.6.32-642.4.2.el6   Medium
CVE-2016-6480   kernel-headers-2.6.32-642.4.2.el6   Medium
CVE-2016-7042   kernel-headers-2.6.32-642.4.2.el6   Medium
CVE-2016-7097   kernel-headers-2.6.32-642.4.2.el6   Medium
CVE-2016-8399   kernel-headers-2.6.32-642.4.2.el6   Medium
CVE-2016-9576   kernel-headers-2.6.32-642.4.2.el6   Medium
CVE-2017-5551   kernel-headers-2.6.32-642.4.2.el6   Medium
CVE-2017-2628   libcurl-7.19.7-52.el6   Medium
CVE-2017-6214   kernel-headers-2.6.32-642.4.2.el6   Medium
CVE-2016-6210   openssh-clients-5.3p1-118.1.el6_8   Medium
CVE-2017-12150   samba-winbind-clients-3.6.23-36.el6_8   Medium
CVE-2017-12163   samba-winbind-clients-3.6.23-36.el6_8   Medium
CVE-2017-2619   samba-winbind-clients-3.6.23-36.el6_8   Medium
CVE-2017-7541   kernel-headers-2.6.32-642.4.2.el6   Medium
CVE-2017-15670   glibc-headers-2.12-1.192.el6   Medium
CVE-2017-15804   glibc-headers-2.12-1.192.el6   Medium
CVE-2018-12384   nss-tools-3.21.0-8.el6   Medium
CVE-2019-1559   openssl-1.0.1e-48.el6_8.1   Medium
